seed=28
gen=0	fitness=62.452881631583	chromosome=1000001110100010100101101011111001111011111001001001101101000011011110100100110010011001101000000111111010101001110010011111100101101011101101111010011001110000	decoded=[0.145393, 0.909780, -0.164299, 1.090564, -0.228050, 1.025094, -0.053516, 2.959030, -0.811341, 1.537602]
gen=97	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=98	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=99	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=100	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=101	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=102	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=103	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=104	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=105	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=106	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=107	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=108	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=109	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=110	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=111	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=112	fitness=5.796233752213	chromosome=1001100110001010100000000000010010011001000110111000000001010101011111111101010101111110000111111000000000011000100000010100011010010111010011011000000011011000	decoded=[1.021656, 0.000703, 1.004312, 0.013360, -0.006641, -0.075079, 0.003828, 0.051016, 0.932124, 0.033829]
gen=113	fitness=5.582288969910	chromosome=0111111011001011100110001110010001111111000100010111111111011110011111110000010101111101101001100111111100010010100000000001110001111110101010000110011101001001	decoded=[-0.048204, 0.995718, -0.037266, -0.005234, -0.039141, -0.093986, -0.037110, 0.004453, -0.053673, -0.988531]
gen=114	fitness=5.582288969910	chromosome=0111111011001011100110001110010001111111000100010111111111011110011111110000010101111101101001100111111100010010100000000001110001111110101010000110011101001001	decoded=[-0.048204, 0.995718, -0.037266, -0.005234, -0.039141, -0.093986, -0.037110, 0.004453, -0.053673, -0.988531]
gen=115	fitness=5.582288969910	chromosome=0111111011001011100110001110010001111111000100010111111111011110011111110000010101111101101001100111111100010010100000000001110001111110101010000110011101001001	decoded=[-0.048204, 0.995718, -0.037266, -0.005234, -0.039141, -0.093986, -0.037110, 0.004453, -0.053673, -0.988531]
gen=116	fitness=5.287149506970	chromosome=0110011111001111011111110001010001111110101110110111111111011000011111101011011001111111001000111000000110011000100000010001000101111110110011000110011100101001	decoded=[-0.967593, -0.036797, -0.050704, -0.006172, -0.051485, -0.034454, 0.063829, 0.042735, -0.048048, -0.993531]
gen=117	fitness=5.287149506970	chromosome=0110011111001111011111110001010001111110101110110111111111011000011111101011011001111111001000111000000110011000100000010001000101111110110011000110011100101001	decoded=[-0.967593, -0.036797, -0.050704, -0.006172, -0.051485, -0.034454, 0.063829, 0.042735, -0.048048, -0.993531]
gen=118	fitness=5.287149506970	chromosome=0110011111001111011111110001010001111110101110110111111111011000011111101011011001111111001000111000000110011000100000010001000101111110110011000110011100101001	decoded=[-0.967593, -0.036797, -0.050704, -0.006172, -0.051485, -0.034454, 0.063829, 0.042735, -0.048048, -0.993531]
gen=119	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=120	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=121	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=122	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=123	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=124	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=125	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=126	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=127	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=128	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=129	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=130	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=131	fitness=4.118526477298	chromosome=0111111110101111100000000111011010000000010000000111111011101111011111100011010101111110101100101000000000011110100000000100011010010111010001001000000011110000	decoded=[-0.012578, 0.018516, 0.010078, -0.042579, -0.071642, -0.052110, 0.004766, 0.011016, 0.930717, 0.037579]
gen=132	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
gen=133	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
gen=134	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
gen=135	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
gen=136	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
gen=137	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
gen=138	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
gen=139	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
gen=140	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
gen=141	fitness=3.800390580317	chromosome=0111111100011010011111101000000001111110011110100111111101011101011111111100000101111111000111001000000001010100100000010001010001111110111111010110011100101011	decoded=[-0.035860, -0.059923, -0.060860, -0.025391, -0.009766, -0.035547, 0.013203, 0.043204, -0.040391, -0.993218]
